ANO_MES;ORGAO;NOME_ORGAO;SIGLA_ORGAO;NIVEL;CARGO;NOME_CARGO;APROVADA;DISTRIBUIDA;OCUPADA;VAGA;CLIENTE;TEMA;FONTE;DATA_CARGA;DATA_ACESSO;FORMATO_ORIGEM;PERIODICIDADE;RESPONSAVEL;VERSAO_SCRIPT;AMBIENTE_EXECUCAO
Mar 2021;26273;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;NS;701030;ENFERMEIRO DO TRABALHO;1;1;1;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26273;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;NS;701031;ENGENHEIRO-AREA;18;17;15;3;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26273;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;NS;701032;ENGENHEIRO DE SEG DO TRABALHO;1;1;1;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26273;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;NS;701034;FARMACEUTICO-HABILITACAO;5;5;5;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26273;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;NS;701038;FISIOTERAPEUTA;4;4;4;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26273;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;NS;701039;FONOAUDIOLOGO;1;1;1;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26273;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;NS;701042;CENOGRAFO;1;1;1;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26273;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;NS;701045;JORNALISTA;6;6;6;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26273;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;NS;701046;MATEMATICO;2;2;2;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26273;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;NS;701047;MEDICO-AREA;98;98;91;7;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26273;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;NS;701048;MEDICO VETERINARIO;3;3;3;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26273;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;NS;701051;METEOROLOGISTA;1;1;0;1;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26273;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;NS;701052;MUSEOLOGO;1;1;1;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26273;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;NS;701053;MUSICO;2;2;2;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26273;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;NS;701055;NUTRICIONISTA-HABILITACAO;10;10;10;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26273;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;NS;701058;PEDAGOGO-AREA;17;17;17;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26273;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;NS;701060;PSICOLOGO-AREA;16;16;16;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26273;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;NS;701062;ANALISTA DE TEC DA INFORMACAO;15;15;12;3;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26273;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;NS;701064;ODONTOLOGO - 40 HORAS;3;3;3;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26273;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;NS;701068;QUIMICO;4;4;4;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26273;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;NS;701070;REGENTE;1;1;1;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26273;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;NS;701072;RELACOES PUBLICAS;1;1;1;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26273;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;NS;701073;REVISOR DE TEXTOS;2;2;2;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26273;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;NS;701076;SECRETARIO EXECUTIVO;3;3;3;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26273;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;NS;701079;TECNICO EM ASSUNTOS EDUCACIONAIS;12;10;10;2;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26273;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;NS;701081;TECNOLOGO-FORMACAO;1;1;1;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26273;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;NS;701084;TRADUTOR INTERPRETE;1;1;0;1;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26273;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;NS;701086;ENGENHEIRO AGRONOMO;1;1;1;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26273;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;NS;701087;FARMACEUTICO;3;3;3;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26273;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;NS;701088;FARMACEUTICO BIOQUIMICO;1;1;1;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26273;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;NS;705001;PROFESSOR DO MAGISTERIO SUPERIOR;877;869;838;39;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26273;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;NS;706001;PROFESSOR TITULAR-LIVRE MAG SUPERIOR;2;2;2;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26273;UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;NS;707001;PROFESSOR ENS BASICO TECN TECNOLOGICO;4;4;4;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26274;FUNDACAO UNIV. FEDERAL DE UBERLANDIA;UFU;N/A;701600;ACOUGUEIRO;2;2;2;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26274;FUNDACAO UNIV. FEDERAL DE UBERLANDIA;UFU;N/A;701603;ARMADOR;1;1;1;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26274;FUNDACAO UNIV. FEDERAL DE UBERLANDIA;UFU;N/A;701609;ATENDENTE DE CONSULTORIO-AREA;1;1;1;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26274;FUNDACAO UNIV. FEDERAL DE UBERLANDIA;UFU;N/A;701611;AUXILIAR DE AGROPECUARIA;19;19;19;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26274;FUNDACAO UNIV. FEDERAL DE UBERLANDIA;UFU;N/A;701614;AUXILIAR DE COZINHA;7;7;7;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26274;FUNDACAO UNIV. FEDERAL DE UBERLANDIA;UFU;N/A;701619;AUXILIAR DE LABORATORIO;6;6;6;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26274;FUNDACAO UNIV. FEDERAL DE UBERLANDIA;UFU;N/A;701620;AUXILIAR DE MECANICA;1;1;1;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26274;FUNDACAO UNIV. FEDERAL DE UBERLANDIA;UFU;N/A;701632;BOMBEIRO HIDRAULICO;2;2;2;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26274;FUNDACAO UNIV. FEDERAL DE UBERLANDIA;UFU;N/A;701633;COPEIRO;5;5;5;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26274;FUNDACAO UNIV. FEDERAL DE UBERLANDIA;UFU;N/A;701634;DESENHISTA COPISTA;1;1;1;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26274;FUNDACAO UNIV. FEDERAL DE UBERLANDIA;UFU;N/A;701638;JARDINEIRO;3;3;3;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26274;FUNDACAO UNIV. FEDERAL DE UBERLANDIA;UFU;N/A;701639;LANCHEIRO;6;6;6;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26274;FUNDACAO UNIV. FEDERAL DE UBERLANDIA;UFU;N/A;701649;PEDREIRO;5;5;5;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26274;FUNDACAO UNIV. FEDERAL DE UBERLANDIA;UFU;N/A;701650;PINTOR-AREA;7;7;7;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26274;FUNDACAO UNIV. FEDERAL DE UBERLANDIA;UFU;N/A;701800;AUXILIAR OPERACIONAL;3;3;3;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26274;FUNDACAO UNIV. FEDERAL DE UBERLANDIA;UFU;N/A;701823;SERVENTE DE LIMPEZA;36;36;36;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26274;FUNDACAO UNIV. FEDERAL DE UBERLANDIA;UFU;N/A;701824;SERVENTE DE OBRAS;5;5;5;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26274;FUNDACAO UNIV. FEDERAL DE UBERLANDIA;UFU;N/A;701827;VESTIARISTA;1;1;1;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26274;FUNDACAO UNIV. FEDERAL DE UBERLANDIA;UFU;N/A;701828;OPERADOR DE MAQ DE LAVANDERIA;10;10;10;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26274;FUNDACAO UNIV. FEDERAL DE UBERLANDIA;UFU;NI;701200;ASSISTENTE EM ADMINISTRACAO;580;580;574;6;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26274;FUNDACAO UNIV. FEDERAL DE UBERLANDIA;UFU;NI;701203;DESENHISTA-PROJETISTA;1;1;1;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26274;FUNDACAO UNIV. FEDERAL DE UBERLANDIA;UFU;NI;701204;DESENHISTA DE ARTES GRAFICAS;1;0;0;1;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26274;FUNDACAO UNIV. FEDERAL DE UBERLANDIA;UFU;NI;701208;MESTRE DE EDIF E INFRAESTRUTURA;1;1;1;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26274;FUNDACAO UNIV. FEDERAL DE UBERLANDIA;UFU;NI;701210;OPERADOR DE CAMERA DE CINEMA E TV;4;4;3;1;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26274;FUNDACAO UNIV. FEDERAL DE UBERLANDIA;UFU;NI;701213;TECNICO EM AGRIMENSURA;1;1;1;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26274;FUNDACAO UNIV. FEDERAL DE UBERLANDIA;UFU;NI;701214;TECNICO EM AGROPECUARIA;5;5;5;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26274;FUNDACAO UNIV. FEDERAL DE UBERLANDIA;UFU;NI;701216;TECNICO EM ARQUIVO;2;2;2;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26274;FUNDACAO UNIV. FEDERAL DE UBERLANDIA;UFU;NI;701217;TECNICO EM ARTES GRAFICAS;1;1;1;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26274;FUNDACAO UNIV. FEDERAL DE UBERLANDIA;UFU;NI;701220;TEC EM ANATOMIA E NECROPSIA;1;1;1;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26274;FUNDACAO UNIV. FEDERAL DE UBERLANDIA;UFU;NI;701221;TECNICO EM AUDIOVISUAL;9;9;9;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26274;FUNDACAO UNIV. FEDERAL DE UBERLANDIA;UFU;NI;701222;TECNICO EM CARTOGRAFIA;1;1;1;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26274;FUNDACAO UNIV. FEDERAL DE UBERLANDIA;UFU;NI;701224;TECNICO EM CONTABILIDADE;10;8;8;2;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26274;FUNDACAO UNIV. FEDERAL DE UBERLANDIA;UFU;NI;701226;TEC DE TECNOLOGIA DA INFORMACAO;37;37;37;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26274;FUNDACAO UNIV. FEDERAL DE UBERLANDIA;UFU;NI;701228;TECNICO EM EDIFICACOES;5;5;5;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26274;FUNDACAO UNIV. FEDERAL DE UBERLANDIA;UFU;NI;701230;TECNICO EM ELETROTECNICA;1;1;1;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26274;FUNDACAO UNIV. FEDERAL DE UBERLANDIA;UFU;NI;701231;TECNICO EM ELETROMECANICA;10;10;9;1;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26274;FUNDACAO UNIV. FEDERAL DE UBERLANDIA;UFU;NI;701232;TEC EM ELETROELETRONICA;2;2;2;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26274;FUNDACAO UNIV. FEDERAL DE UBERLANDIA;UFU;NI;701233;TECNICO EM ENFERMAGEM;340;339;333;7;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26274;FUNDACAO UNIV. FEDERAL DE UBERLANDIA;UFU;NI;701238;TECNICO EM FARMACIA;10;10;10;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26274;FUNDACAO UNIV. FEDERAL DE UBERLANDIA;UFU;NI;701241;TECNICO EM HIGIENE DENTAL;3;3;3;0;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
Mar 2021;26274;FUNDACAO UNIV. FEDERAL DE UBERLANDIA;UFU;NI;701244;TECNICO DE LABORATORIO AREA;269;269;267;2;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:49;xlsx;Mensal;Automação de Script;1.0;Produção
