ANO_MES;ORGAO;NOME_ORGAO;SIGLA_ORGAO;NIVEL;CARGO;NOME_CARGO;APROVADA;DISTRIBUIDA;OCUPADA;VAGA;;CLIENTE;TEMA;FONTE;DATA_CARGA;DATA_ACESSO;FORMATO_ORIGEM;PERIODICIDADE;RESPONSAVEL;VERSAO_SCRIPT;AMBIENTE_EXECUCAO
set 2020;30202;FUNDACAO NACIONAL DO INDIO;FUNAI;NS;480151;MEDICO;1;1;0;1;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30202;FUNDACAO NACIONAL DO INDIO;FUNAI;NS;480155;MEDICO VETERINARIO;2;2;0;2;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30202;FUNDACAO NACIONAL DO INDIO;FUNAI;NS;480178;PESQUISADOR;5;5;5;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30202;FUNDACAO NACIONAL DO INDIO;FUNAI;NS;480199;PROGRAMADOR EDUCACIONAL;10;10;10;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30202;FUNDACAO NACIONAL DO INDIO;FUNAI;NS;480203;PSICOLOGO;6;6;2;4;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30202;FUNDACAO NACIONAL DO INDIO;FUNAI;NS;480215;SERTANISTA;2;2;2;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30202;FUNDACAO NACIONAL DO INDIO;FUNAI;NS;480216;SOCIOLOGO;17;15;4;13;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30202;FUNDACAO NACIONAL DO INDIO;FUNAI;NS;480245;TECNICO EM ASSUNTOS EDUCACIONAIS;3;3;1;2;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30202;FUNDACAO NACIONAL DO INDIO;FUNAI;NS;480246;TECNICO EM COMUNICACAO SOCIAL;13;13;4;9;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30202;FUNDACAO NACIONAL DO INDIO;FUNAI;NS;480270;ZOOTECNISTA;2;2;1;1;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30202;FUNDACAO NACIONAL DO INDIO;FUNAI;NS;480271;ODONTOLOGO - 30 HORAS;5;5;1;4;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30202;FUNDACAO NACIONAL DO INDIO;FUNAI;NS;480274;TECNICO EM COMUNICACAO SOCIAL;1;1;0;1;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30202;FUNDACAO NACIONAL DO INDIO;FUNAI;NS;480279;INDIGENISTA ESPECIALIZADO;600;505;483;117;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30203;INST.NAC.METROLOGIA,NORM.E QUAL.INDL.;INMETRO;NA;162001;AUX EXEC EM METROLOGIA E QUALIDADE;6;6;6;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30203;INST.NAC.METROLOGIA,NORM.E QUAL.INDL.;INMETRO;NI;160001;TEC EM METROLOGIA E QUALIDADE;333;242;139;194;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30203;INST.NAC.METROLOGIA,NORM.E QUAL.INDL.;INMETRO;NI;161001;ASSISTENTE EXEC EM METROL E QUALIDADADE;513;384;106;407;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30203;INST.NAC.METROLOGIA,NORM.E QUAL.INDL.;INMETRO;NS;158001;PESQUISADOR-TECNOLOGISTA METR QUALIDADE;738;531;361;377;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30203;INST.NAC.METROLOGIA,NORM.E QUAL.INDL.;INMETRO;NS;159001;ANALISTA EXEC EM METROLOGIA E QUALIDADE;316;237;148;168;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30203;INST.NAC.METROLOGIA,NORM.E QUAL.INDL.;INMETRO;NS;163001;ESPECIALISTA EM METROLOGIA E QUALIDADE;40;7;5;35;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30203;INST.NAC.METROLOGIA,NORM.E QUAL.INDL.;INMETRO;NS;406002;TECNOLOGISTA;3;3;1;2;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30203;INST.NAC.METROLOGIA,NORM.E QUAL.INDL.;INMETRO;NS;480204;QUIMICO;1;1;0;1;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30204;INSTITUTO NACIONAL DA PROPRIEDADE INDUST;INPI;NI;406003;TECNICO;23;23;5;18;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30204;INSTITUTO NACIONAL DA PROPRIEDADE INDUST;INPI;NI;407002;ASSISTENTE EM CIENCIA E TECNOLOGIA;3;3;1;2;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30204;INSTITUTO NACIONAL DA PROPRIEDADE INDUST;INPI;NI;466001;TEC EM PROPRIEDADE INDUSTRIAL;267;267;152;115;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30204;INSTITUTO NACIONAL DA PROPRIEDADE INDUST;INPI;NI;467001;TEC PLAN GEST INF EST PROP INDUSTRIAL;281;134;77;204;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30204;INSTITUTO NACIONAL DA PROPRIEDADE INDUST;INPI;NS;405001;PESQUISADOR;3;3;0;3;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30204;INSTITUTO NACIONAL DA PROPRIEDADE INDUST;INPI;NS;406002;TECNOLOGISTA;8;8;5;3;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30204;INSTITUTO NACIONAL DA PROPRIEDADE INDUST;INPI;NS;407001;ANALISTA EM CIENCIA E TECNOLOGIA;1;1;0;1;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30204;INSTITUTO NACIONAL DA PROPRIEDADE INDUST;INPI;NS;462001;ESPEC SENIOR EM PROPRIED INDUSTRIAL;29;9;6;23;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30204;INSTITUTO NACIONAL DA PROPRIEDADE INDUST;INPI;NS;463001;PESQ EM PROPRIEDADE INDUSTRIAL;810;566;425;385;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30204;INSTITUTO NACIONAL DA PROPRIEDADE INDUST;INPI;NS;464001;TECNOLOGISTA EM PROPRIED INDUSTRIAL;221;220;178;43;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30204;INSTITUTO NACIONAL DA PROPRIEDADE INDUST;INPI;NS;465001;ANALISTA PLAN GEST INF EST PROP INDUSTRI;211;168;126;85;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30802;POLICIA RODOVIARIA FEDERAL;PRF;NA;437032;AUXILIAR OPERAC SERV DIVERSOS;6;6;6;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30802;POLICIA RODOVIARIA FEDERAL;PRF;NA;437046;AUXILIAR DE APOIO OPERACIONAL;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30802;POLICIA RODOVIARIA FEDERAL;PRF;NI;437014;AGENTE ADMINISTRATIVO;547;547;396;151;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30802;POLICIA RODOVIARIA FEDERAL;PRF;NI;437015;AGENTE DE MECANIZACAO E APOIO;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30802;POLICIA RODOVIARIA FEDERAL;PRF;NI;437016;AGENTE DE PORTARIA;10;10;10;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30802;POLICIA RODOVIARIA FEDERAL;PRF;NI;437019;AGENTE DE SERV DE ENGENHARIA;5;5;5;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30802;POLICIA RODOVIARIA FEDERAL;PRF;NI;437020;AG TELECOMUNIC E ELETRICIDADE;5;5;5;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30802;POLICIA RODOVIARIA FEDERAL;PRF;NI;437021;AGENTE DE VIGILANCIA;22;22;22;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30802;POLICIA RODOVIARIA FEDERAL;PRF;NI;437022;ARTIF DE EST DE OBRAS E METALURGIA;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30802;POLICIA RODOVIARIA FEDERAL;PRF;NI;437023;ARTIFICE DE ARTES GRAFICAS;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30802;POLICIA RODOVIARIA FEDERAL;PRF;NI;437025;ARTIFICE DE ELETRIC E COMUNICACOES;3;3;3;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30802;POLICIA RODOVIARIA FEDERAL;PRF;NI;437026;ARTIFICE DE MECANICA;8;8;8;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30802;POLICIA RODOVIARIA FEDERAL;PRF;NI;437027;ATENDENTE;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30802;POLICIA RODOVIARIA FEDERAL;PRF;NI;437028;ASSISTENTE ADMINISTRATIVO;2;2;1;1;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30802;POLICIA RODOVIARIA FEDERAL;PRF;NI;437029;AUXILIAR ADMINISTRATIVO;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30802;POLICIA RODOVIARIA FEDERAL;PRF;NI;437031;AUXILIAR DE ENFERMAGEM;16;16;3;13;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30802;POLICIA RODOVIARIA FEDERAL;PRF;NI;437033;DATILOGRAFO;21;21;21;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30802;POLICIA RODOVIARIA FEDERAL;PRF;NI;437034;MOTORISTA;5;5;5;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30802;POLICIA RODOVIARIA FEDERAL;PRF;NI;437035;MOTORISTA OFICIAL;19;19;19;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30802;POLICIA RODOVIARIA FEDERAL;PRF;NI;437038;TECNICO DE CONTABILIDADE;9;9;5;4;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30802;POLICIA RODOVIARIA FEDERAL;PRF;NI;437040;TECNICO EM LABORATORIO-AREA;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30802;POLICIA RODOVIARIA FEDERAL;PRF;NI;437041;TECNICO DE LABORATORIO;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30802;POLICIA RODOVIARIA FEDERAL;PRF;NI;437042;TECNICO NIVEL MEDIO;9;9;1;8;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30802;POLICIA RODOVIARIA FEDERAL;PRF;NI;437043;TELEFONISTA;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30802;POLICIA RODOVIARIA FEDERAL;PRF;NI;437045;ESPECIALISTA NIVEL MEDIO;3;3;1;2;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30802;POLICIA RODOVIARIA FEDERAL;PRF;NI;437047;AUXILIAR OPERAC DE SERV DIVERSOS;10;10;10;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30802;POLICIA RODOVIARIA FEDERAL;PRF;NI;910001;POLICIAL RODOVIARIO FEDERAL;1;1;0;1;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30802;POLICIA RODOVIARIA FEDERAL;PRF;NS;437001;MEDICO;31;31;4;27;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30802;POLICIA RODOVIARIA FEDERAL;PRF;NS;437002;ASSISTENTE SOCIAL;10;10;3;7;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30802;POLICIA RODOVIARIA FEDERAL;PRF;NS;437003;ADMINISTRADOR;6;6;2;4;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30802;POLICIA RODOVIARIA FEDERAL;PRF;NS;437005;ECONOMISTA;2;2;0;2;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30802;POLICIA RODOVIARIA FEDERAL;PRF;NS;437007;ENFERMEIRO;6;6;0;6;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30802;POLICIA RODOVIARIA FEDERAL;PRF;NS;437008;ODONTOLOGO - 30 HORAS;1;1;0;1;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30802;POLICIA RODOVIARIA FEDERAL;PRF;NS;437009;PSICOLOGO;3;3;0;3;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30802;POLICIA RODOVIARIA FEDERAL;PRF;NS;437011;TECNICO EM ASSUNTOS EDUCACIONAIS;14;14;6;8;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30802;POLICIA RODOVIARIA FEDERAL;PRF;NS;437012;TECNICO EM COMUNICACAO SOCIAL;1;1;0;1;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30802;POLICIA RODOVIARIA FEDERAL;PRF;NS;476002;ECONOMISTA;2;2;1;1;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30802;POLICIA RODOVIARIA FEDERAL;PRF;NS;476005;ENGENHEIRO;2;2;2;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;30802;POLICIA RODOVIARIA FEDERAL;PRF;NS;911001;POLICIAL RODOVIARIO FEDERAL;13070;13070;10501;2569;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;32000;MINISTERIO DE MINAS E ENERGIA;MME;NA;482038;AUXILIAR DE ARTIFICE;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;32000;MINISTERIO DE MINAS E ENERGIA;MME;NA;482079;AUX OPERAC SERV DIVERSOS;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;32000;MINISTERIO DE MINAS E ENERGIA;MME;NI;10045;AGENTE DE VIGILANCIA;1;1;1;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;32000;MINISTERIO DE MINAS E ENERGIA;MME;NI;481004;AGENTE ADMINISTRATIVO;384;384;74;310;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
set 2020;32000;MINISTERIO DE MINAS E ENERGIA;MME;NI;481026;AGENTE DE PORTARIA;23;23;23;0;;governo federal;cargos e vacancias;https://dados.gov.br/dados/conjuntos-dados/gestao-de-pessoas-executivo-federal---cargos-vagos-e-vacancias;2024-10-30;2024-10-30 15:09:45;ods;Mensal;Automação de Script;1.0;Produção
